session_id,customer_id,visit_date,device,pages_viewed,session_duration_min,converted
SESS909741,CUST100389,2024-04-23,Desktop,2,5.99,1
SESS909742,CUST100598,2025-04-12,Mobile,6,2.85,0
SESS909743,CUST100912,2024-05-31,Desktop,4,2.21,0
SESS909744,CUST102621,2025-03-01,Desktop,4,1.52,0
SESS909745,CUST100312,2024-01-01,Mobile,6,2.02,0
SESS909746,CUST100102,2024-01-02,Desktop,9,1.26,0
SESS909747,CUST100889,2025-12-14,Desktop,3,7.19,0
SESS909748,CUST100115,2025-12-05,Desktop,3,2.2,0
SESS909749,CUST100382,2024-11-11,Desktop,3,5.98,0
SESS909750,CUST101669,2025-09-11,Mobile,5,11.14,0
SESS909751,CUST100698,2024-09-10,Desktop,7,5.98,0
SESS909752,CUST102432,2025-10-13,Tablet,6,2.65,0
SESS909753,CUST100747,2025-01-02,Mobile,8,1.82,0
SESS909754,CUST100083,2025-05-28,Desktop,9,2.66,0
SESS909755,CUST102119,2025-12-16,Desktop,5,26.4,1
SESS909756,CUST101508,2025-10-01,Mobile,5,0.98,0
SESS909757,CUST100039,2024-03-28,Mobile,5,9.22,1
SESS909758,CUST101067,2025-12-22,Desktop,6,1.2,0
SESS909759,CUST101929,2024-04-29,Desktop,8,1.33,0
SESS909760,CUST101449,2024-09-13,Mobile,8,2.26,0
SESS909761,CUST100944,2025-10-21,Mobile,6,21.02,0
SESS909762,CUST100727,2024-12-20,Mobile,5,1.77,0
SESS909763,CUST102553,2025-09-12,Mobile,3,2.5,0
SESS909764,CUST101028,2024-07-28,Mobile,3,1.99,0
SESS909765,CUST102956,2024-09-05,Desktop,5,0.74,0
SESS909766,CUST102519,2024-12-07,Mobile,9,3.03,0
SESS909767,CUST102341,2025-09-15,Mobile,3,7.81,0
SESS909768,CUST101858,2024-05-20,Desktop,6,0.65,0
SESS909769,CUST101116,2024-12-07,Desktop,8,6.69,0
SESS909770,CUST101947,2025-10-30,Mobile,6,0.53,1
SESS909771,CUST101427,2025-03-09,Mobile,4,3.29,0
SESS909772,CUST100949,2025-06-14,Desktop,3,3.61,0
SESS909773,CUST100197,2025-07-26,Mobile,3,4.34,0
SESS909774,CUST101133,2024-10-21,Mobile,7,10.8,0
SESS909775,CUST102457,2024-06-30,Desktop,6,8.67,0
SESS909776,CUST101947,2024-10-22,Desktop,6,2.1,0
SESS909777,CUST100166,2025-06-18,Mobile,6,0.85,0
SESS909778,CUST100099,2025-06-14,Mobile,2,1.23,0
SESS909779,CUST102559,2025-02-03,Tablet,4,1.92,0
SESS909780,CUST102990,2025-02-04,Desktop,4,12.63,0
SESS909781,CUST101166,2024-03-29,Desktop,5,1.45,0
SESS909782,CUST100467,2025-10-10,Mobile,3,8.04,0
SESS909783,CUST101512,2025-06-11,Mobile,4,9.92,0
SESS909784,CUST102409,2024-05-21,Mobile,4,2.41,0
SESS909785,CUST101654,2025-08-28,Mobile,3,2.66,0
SESS909786,CUST100203,2025-11-01,Mobile,4,4.21,0
SESS909787,CUST100558,2024-04-14,Mobile,6,1.13,1
SESS909788,CUST100278,2025-11-20,Mobile,7,0.62,0
SESS909789,CUST100086,2024-07-22,Desktop,3,7.11,1
SESS909790,CUST102364,2024-02-12,Mobile,5,2.37,0
SESS909791,CUST102200,2025-08-03,Desktop,6,1.48,1
SESS909792,CUST101336,2025-09-01,Desktop,8,19.43,0
SESS909793,CUST100111,2025-04-25,Desktop,2,2.35,0
SESS909794,CUST102777,2024-11-17,Mobile,7,2.28,0
SESS909795,CUST100083,2025-02-09,Mobile,9,1.82,0
SESS909796,CUST101845,2025-09-12,Mobile,3,4.62,0
SESS909797,CUST100514,2024-06-23,Mobile,5,1.11,1
SESS909798,CUST102593,2025-06-24,Mobile,8,6.74,0
SESS909799,CUST100413,2024-12-05,Mobile,6,2.54,0
SESS909800,CUST100618,2025-10-25,Desktop,5,3.16,0
SESS909801,CUST101313,2024-06-10,Mobile,1,1.22,0
SESS909802,CUST102501,2024-10-24,Desktop,4,1.41,0
SESS909803,CUST102519,2024-05-09,Desktop,7,0.65,0
SESS909804,CUST102700,2024-08-22,Mobile,3,3.2,0
SESS909805,CUST100349,2024-11-27,Desktop,4,4.66,0
SESS909806,CUST102205,2024-06-01,Desktop,4,2.8,0
SESS909807,CUST102109,2025-09-08,Desktop,3,3.23,0
SESS909808,CUST102379,2024-06-06,Mobile,2,0.55,0
SESS909809,CUST101008,2025-07-07,Mobile,3,8.99,0
SESS909810,CUST100496,2025-05-18,Mobile,7,6.86,0
SESS909811,CUST101534,2025-01-10,Desktop,5,14.31,0
SESS909812,CUST102593,2025-05-12,Mobile,5,0.9,0
SESS909813,CUST100048,2024-12-13,Mobile,3,1.73,0
SESS909814,CUST102812,2025-11-21,Mobile,5,3.45,0
SESS909815,CUST101156,2025-03-08,Desktop,3,8.52,0
SESS909816,CUST101918,2024-03-20,Mobile,5,5.15,0
SESS909817,CUST100508,2025-01-11,Mobile,8,1.52,0
SESS909818,CUST101763,2025-11-18,Mobile,3,2.07,0
SESS909819,CUST102424,2024-06-24,Mobile,6,1.45,0
SESS909820,CUST102328,2024-09-04,Mobile,3,5.4,0
SESS909821,CUST102469,2024-11-03,Mobile,7,4.56,1
SESS909822,CUST102627,2025-04-22,Mobile,6,1.46,0
SESS909823,CUST101527,2024-09-13,Desktop,4,0.52,1
SESS909824,CUST102904,2024-10-13,Mobile,8,1.46,0
SESS909825,CUST100564,2024-06-21,Desktop,4,2.38,0
SESS909826,CUST101706,2025-05-05,Mobile,4,18.61,0
SESS909827,CUST101089,2025-04-16,Mobile,3,7.63,0
SESS909828,CUST100902,2024-01-22,Desktop,6,1.56,0
SESS909829,CUST101904,2024-09-25,Mobile,4,5.52,1
SESS909830,CUST101833,2025-04-10,Mobile,3,6.54,0
SESS909831,CUST102870,2024-12-13,Mobile,5,1.33,0
SESS909832,CUST100732,2025-02-07,Desktop,6,3.11,0
SESS909833,CUST101720,2025-01-19,Desktop,3,1.27,1
SESS909834,CUST102916,2025-06-29,Mobile,6,5.42,0
SESS909835,CUST100887,2024-09-20,Mobile,7,2.99,0
SESS909836,CUST101469,2025-10-02,Tablet,6,4.71,0
SESS909837,CUST101449,2025-12-28,Mobile,7,5.09,0
SESS909838,CUST100804,2024-11-17,Mobile,5,0.69,1
SESS909839,CUST100656,2025-03-06,Mobile,6,1.47,0
SESS909840,CUST102215,2025-09-23,Desktop,4,2.23,0
SESS909841,CUST100469,2025-01-07,Desktop,5,0.57,0
SESS909842,CUST100463,2025-03-26,Mobile,2,8.92,0
SESS909843,CUST100938,2025-11-14,Mobile,10,4.71,0
SESS909844,CUST101553,2025-01-13,Tablet,6,2.09,0
SESS909845,CUST101787,2025-02-06,Mobile,5,1.94,0
SESS909846,CUST101066,2025-06-25,Mobile,6,11.81,0
SESS909847,CUST102169,2025-11-05,Mobile,5,3.46,1
SESS909848,CUST102098,2025-09-22,Mobile,5,1.31,0
SESS909849,CUST102117,2025-09-20,Mobile,7,2.33,0
SESS909850,CUST102246,2024-09-22,Mobile,3,6.68,0
SESS909851,CUST102455,2025-12-09,Desktop,6,10.71,0
SESS909852,CUST100028,2025-08-18,Mobile,8,2.41,0
SESS909853,CUST101853,2024-04-11,Mobile,5,2.74,0
SESS909854,CUST100065,2025-08-08,Mobile,2,0.83,0
SESS909855,CUST101372,2024-12-22,Mobile,7,9.81,1
SESS909856,CUST101452,2025-10-23,Mobile,5,1.48,0
SESS909857,CUST102008,2024-04-26,Mobile,5,0.71,1
SESS909858,CUST101759,2025-11-16,Mobile,3,4.84,0
SESS909859,CUST100517,2025-04-25,Desktop,9,9.76,0
SESS909860,CUST100722,2025-11-01,Mobile,3,1.39,1
SESS909861,CUST101031,2025-06-29,Mobile,4,8.19,0
SESS909862,CUST102251,2025-12-22,Mobile,7,0.64,0
SESS909863,CUST101185,2024-05-10,Mobile,6,2.85,0
SESS909864,CUST100017,2025-09-29,Desktop,5,1.89,1
SESS909865,CUST102101,2025-01-14,Mobile,3,2.93,0
SESS909866,CUST101758,2024-05-12,Mobile,3,8.52,0
SESS909867,CUST100811,2025-06-02,Desktop,1,18.51,0
SESS909868,CUST102280,2024-02-21,Desktop,7,1.56,0
SESS909869,CUST101370,2024-05-15,Mobile,7,11.15,0
SESS909870,CUST101244,2025-11-12,Mobile,7,15.92,0
SESS909871,CUST101559,2025-02-05,Mobile,3,1.56,0
SESS909872,CUST101176,2025-12-07,Mobile,6,0.76,0
SESS909873,CUST101940,2024-03-17,Mobile,4,0.88,0
SESS909874,CUST102921,2024-01-26,Mobile,4,7.29,0
SESS909875,CUST101600,2024-07-14,Mobile,6,2.14,0
SESS909876,CUST100962,2025-08-14,Mobile,6,8.72,0
SESS909877,CUST100251,2025-03-15,Desktop,5,1.79,0
SESS909878,CUST100111,2024-07-23,Desktop,5,2.39,0
SESS909879,CUST100537,2024-01-14,Desktop,9,1.72,0
SESS909880,CUST102662,2025-06-28,Mobile,2,8.54,1
SESS909881,CUST101422,2025-03-31,Desktop,4,1.52,0
SESS909882,CUST102908,2025-05-28,Mobile,6,0.53,0
SESS909883,CUST102749,2024-02-23,Desktop,4,8.79,0
SESS909884,CUST101678,2024-02-03,Mobile,7,0.75,0
SESS909885,CUST102787,2025-06-14,Tablet,5,0.59,0
SESS909886,CUST100175,2024-01-07,Desktop,5,1.58,0
SESS909887,CUST101879,2025-08-12,Mobile,5,4.81,0
SESS909888,CUST102591,2024-09-19,Desktop,5,2.33,0
SESS909889,CUST101547,2024-12-29,Mobile,2,1.74,0
SESS909890,CUST102066,2024-09-09,Tablet,6,1.76,1
SESS909891,CUST102859,2024-04-03,Mobile,7,3.45,0
SESS909892,CUST100436,2025-07-03,Mobile,5,1.65,1
SESS909893,CUST100097,2024-01-26,Mobile,6,3.11,0
SESS909894,CUST100035,2025-05-23,Mobile,3,3.65,1
SESS909895,CUST100373,2025-04-23,Mobile,7,1.43,0
SESS909896,CUST101415,2025-10-05,Mobile,5,1.11,0
SESS909897,CUST102413,2025-04-05,Mobile,5,0.72,0
SESS909898,CUST101611,2024-03-06,Mobile,5,5.14,1
SESS909899,CUST101026,2024-02-29,Desktop,6,2.11,0
SESS909900,CUST100142,2024-07-08,Tablet,7,14.0,0
SESS909901,CUST100266,2025-09-10,Tablet,7,1.76,0
SESS909902,CUST100337,2025-05-08,Mobile,4,3.9,0
SESS909903,CUST102114,2024-10-23,Mobile,9,1.67,0
SESS909904,CUST100746,2025-05-03,Mobile,5,13.45,0
SESS909905,CUST101832,2024-02-11,Mobile,5,1.46,0
SESS909906,CUST101614,2024-04-11,Tablet,7,3.65,0
SESS909907,CUST102627,2024-07-05,Mobile,2,2.4,0
SESS909908,CUST101990,2025-02-22,Mobile,11,0.82,0
SESS909909,CUST101691,2025-08-03,Mobile,5,0.5,0
SESS909910,CUST100295,2025-02-21,Mobile,6,2.34,0
SESS909911,CUST102471,2024-02-21,Mobile,5,2.01,0
SESS909912,CUST102902,2025-03-25,Mobile,4,0.64,0
SESS909913,CUST100975,2025-12-29,Mobile,5,4.31,0
SESS909914,CUST102950,2025-05-06,Mobile,4,0.56,0
SESS909915,CUST100465,2025-04-08,Mobile,5,1.23,0
SESS909916,CUST102885,2024-02-28,Mobile,5,3.21,0
SESS909917,CUST100653,2025-12-09,Tablet,5,1.77,0
SESS909918,CUST101406,2025-05-11,Mobile,2,3.58,0
SESS909919,CUST102039,2024-03-06,Mobile,4,1.56,0
SESS909920,CUST100992,2025-04-17,Desktop,8,4.03,0
SESS909921,CUST102036,2024-12-31,Desktop,6,5.44,0
SESS909922,CUST100234,2024-07-16,Tablet,5,2.38,0
SESS909923,CUST100527,2024-04-24,Desktop,5,10.75,0
SESS909924,CUST102208,2024-03-23,Desktop,6,2.71,0
SESS909925,CUST101686,2025-08-16,Mobile,1,18.29,0
SESS909926,CUST101928,2025-03-31,Mobile,4,2.17,0
SESS909927,CUST101629,2025-04-09,Desktop,2,11.23,0
SESS909928,CUST101763,2025-04-20,Mobile,4,7.4,0
SESS909929,CUST101576,2024-10-08,Mobile,2,4.83,0
SESS909930,CUST100920,2024-02-06,Desktop,6,16.26,0
SESS909931,CUST100881,2025-06-09,Mobile,4,9.71,0
SESS909932,CUST101610,2025-05-23,Desktop,4,4.02,0
SESS909933,CUST100280,2025-11-16,Desktop,6,1.83,0
SESS909934,CUST100237,2024-01-02,Mobile,5,0.65,0
SESS909935,CUST101376,2025-04-09,Desktop,3,13.99,0
SESS909936,CUST102081,2024-10-09,Mobile,6,2.0,0
SESS909937,CUST100945,2025-06-02,Desktop,3,0.81,0
SESS909938,CUST101042,2025-02-25,Mobile,3,1.02,0
SESS909939,CUST102097,2024-06-06,Desktop,4,1.52,0
SESS909940,CUST101908,2024-11-17,Mobile,4,0.7,0
SESS909941,CUST102940,2025-03-29,Mobile,2,3.55,0
SESS909942,CUST101432,2025-09-09,Desktop,2,1.59,0
SESS909943,CUST102999,2025-03-28,Mobile,5,1.72,0
SESS909944,CUST101895,2024-04-25,Mobile,4,4.82,0
SESS909945,CUST100833,2025-09-03,Desktop,7,5.41,0
SESS909946,CUST100827,2024-06-12,Mobile,4,1.49,0
SESS909947,CUST102155,2025-09-17,Desktop,4,8.53,0
SESS909948,CUST101768,2024-02-22,Tablet,1,0.55,0
SESS909949,CUST100449,2025-09-07,Mobile,8,6.11,0
SESS909950,CUST100989,2024-02-11,Mobile,5,1.6,0
SESS909951,CUST102119,2024-02-14,Mobile,3,5.91,0
SESS909952,CUST100093,2024-07-14,Mobile,4,1.95,0
SESS909953,CUST102090,2025-07-10,Mobile,1,2.25,0
SESS909954,CUST101420,2025-05-31,Desktop,3,0.86,0
SESS909955,CUST102773,2025-11-14,Tablet,7,4.63,1
SESS909956,CUST100164,2025-08-13,Desktop,5,0.53,0
SESS909957,CUST102960,2025-02-18,Mobile,8,9.61,0
SESS909958,CUST102100,2025-11-23,Mobile,7,19.1,0
SESS909959,CUST102478,2025-10-06,Tablet,7,3.58,0
SESS909960,CUST102324,2024-03-15,Mobile,9,4.3,0
SESS909961,CUST101888,2024-01-07,Desktop,1,3.71,0
SESS909962,CUST100572,2025-09-21,Mobile,6,0.75,0
SESS909963,CUST101476,2024-05-16,Mobile,1,5.03,0
SESS909964,CUST102810,2025-03-30,Mobile,5,2.94,0
SESS909965,CUST101837,2025-08-26,Mobile,3,0.98,0
SESS909966,CUST101704,2025-09-09,Mobile,7,1.81,0
SESS909967,CUST100124,2025-11-26,Desktop,4,3.28,0
SESS909968,CUST100574,2024-08-13,Mobile,5,6.27,0
SESS909969,CUST102332,2024-09-14,Mobile,7,3.97,0
SESS909970,CUST102978,2025-09-28,Mobile,6,5.3,0
SESS909971,CUST101337,2025-05-29,Tablet,2,1.73,0
SESS909972,CUST102013,2024-11-04,Desktop,4,7.1,0
SESS909973,CUST102698,2024-04-17,Mobile,8,1.97,0
SESS909974,CUST100336,2024-06-07,Mobile,5,1.91,0
SESS909975,CUST101627,2024-03-09,Mobile,5,5.57,0
SESS909976,CUST101735,2024-12-02,Mobile,9,1.55,0
SESS909977,CUST100427,2024-09-15,Mobile,3,4.87,0
SESS909978,CUST102199,2025-07-15,Mobile,5,3.77,0
SESS909979,CUST100557,2024-05-09,Desktop,4,2.17,1
SESS909980,CUST100224,2025-02-04,Mobile,5,6.08,0
SESS909981,CUST101082,2024-04-22,Desktop,6,0.54,0
SESS909982,CUST100755,2024-05-27,Desktop,2,2.73,0
SESS909983,CUST102676,2024-03-20,Desktop,5,2.39,0
SESS909984,CUST102893,2025-09-07,Mobile,3,1.03,0
SESS909985,CUST102066,2024-12-12,Mobile,8,6.4,0
SESS909986,CUST101543,2025-10-09,Mobile,4,1.2,0
SESS909987,CUST100272,2024-05-17,Desktop,2,4.8,0
SESS909988,CUST102677,2025-02-17,Mobile,5,1.32,0
SESS909989,CUST102882,2025-12-20,Mobile,8,0.82,0
SESS909990,CUST102378,2024-01-10,Desktop,5,0.88,0
SESS909991,CUST100709,2024-01-17,Desktop,4,5.46,0
SESS909992,CUST102748,2024-07-07,Mobile,9,5.95,0
SESS909993,CUST101455,2025-09-16,Mobile,5,6.61,0
SESS909994,CUST100656,2024-03-07,Desktop,6,5.3,0
SESS909995,CUST100930,2025-01-21,Mobile,1,10.36,0
SESS909996,CUST100042,2025-12-19,Mobile,5,7.18,0
SESS909997,CUST102813,2025-02-03,Mobile,8,1.06,0
SESS909998,CUST100107,2025-12-29,Desktop,7,2.02,0
SESS909999,CUST100493,2025-06-10,Mobile,1,4.47,0
SESS910000,CUST101336,2024-04-15,Mobile,8,2.51,1
SESS910001,CUST101703,2025-10-10,Desktop,1,1.07,0
SESS910002,CUST100365,2024-04-08,Mobile,7,2.71,0
SESS910003,CUST102942,2025-07-22,Mobile,6,0.82,0
SESS910004,CUST100636,2024-01-21,Mobile,5,1.91,0
SESS910005,CUST100880,2024-02-26,Mobile,6,3.36,0
SESS910006,CUST101983,2025-09-07,Desktop,4,1.32,0
SESS910007,CUST101713,2024-07-21,Desktop,4,3.65,0
SESS910008,CUST102571,2025-05-05,Mobile,6,10.89,1
SESS910009,CUST100699,2025-09-17,Desktop,5,2.26,0
SESS910010,CUST101492,2024-02-26,Mobile,3,13.59,0
SESS910011,CUST100006,2025-02-08,Mobile,8,3.74,0
SESS910012,CUST101667,2025-05-13,Mobile,5,11.07,0
SESS910013,CUST102555,2024-11-11,Mobile,4,4.28,0
SESS910014,CUST101518,2024-05-19,Mobile,3,1.47,0
SESS910015,CUST100166,2024-03-01,Mobile,6,5.26,0
SESS910016,CUST100657,2025-09-21,Desktop,3,6.31,1
SESS910017,CUST100166,2024-11-25,Tablet,4,3.7,0
SESS910018,CUST100747,2024-02-06,Mobile,4,1.21,0
SESS910019,CUST101345,2025-09-17,Mobile,5,6.37,0
SESS910020,CUST102769,2025-06-17,Mobile,3,3.97,1
SESS910021,CUST102393,2024-11-08,Mobile,8,19.46,0
SESS910022,CUST101211,2025-07-02,Mobile,6,1.2,0
SESS910023,CUST101942,2025-02-22,Mobile,7,3.23,0
SESS910024,CUST101843,2025-10-23,Mobile,3,3.42,0
SESS910025,CUST101114,2025-08-22,Mobile,5,5.57,0
SESS910026,CUST102332,2024-01-04,Desktop,7,5.19,0
SESS910027,CUST102885,2024-08-24,Desktop,2,1.55,0
SESS910028,CUST100694,2025-09-14,Mobile,2,2.74,0
SESS910029,CUST100420,2024-07-15,Desktop,5,1.0,0
SESS910030,CUST102163,2024-04-21,Desktop,3,26.58,0
SESS910031,CUST100583,2024-03-06,Mobile,4,0.56,0
SESS910032,CUST101230,2024-04-09,Desktop,4,5.19,0
SESS910033,CUST100933,2024-01-22,Mobile,3,2.14,1
SESS910034,CUST102879,2025-09-24,Mobile,1,1.07,1
SESS910035,CUST100583,2025-08-03,Mobile,5,4.81,0
SESS910036,CUST100426,2024-06-15,Tablet,6,2.57,0
SESS910037,CUST100404,2024-08-19,Tablet,1,1.87,1
SESS910038,CUST101202,2025-01-21,Mobile,6,2.87,0
SESS910039,CUST102406,2025-09-24,Mobile,8,0.83,0
SESS910040,CUST100479,2025-01-07,Mobile,2,5.87,0
SESS910041,CUST100565,2024-04-16,Mobile,4,7.73,0
SESS910042,CUST101845,2024-10-25,Mobile,4,8.38,0
SESS910043,CUST101375,2024-09-13,Desktop,7,0.51,0
SESS910044,CUST102047,2024-11-14,Desktop,6,9.83,0
SESS910045,CUST102152,2025-12-23,Mobile,4,10.84,0
SESS910046,CUST100494,2024-03-07,Desktop,8,2.95,0
SESS910047,CUST101231,2025-06-05,Mobile,5,8.66,0
SESS910048,CUST102402,2025-01-23,Desktop,5,0.79,0
SESS910049,CUST100410,2025-09-11,Mobile,4,0.62,1
SESS910050,CUST100214,2024-06-24,Mobile,3,6.55,1
SESS910051,CUST101441,2024-02-06,Mobile,8,0.71,0
SESS910052,CUST100945,2024-07-13,Mobile,7,9.78,0
SESS910053,CUST101116,2025-09-03,Mobile,3,8.66,0
SESS910054,CUST102744,2024-11-04,Desktop,3,0.72,0
SESS910055,CUST100833,2024-03-05,Tablet,4,18.2,0
SESS910056,CUST102160,2024-08-16,Tablet,7,5.38,0
SESS910057,CUST102177,2024-10-05,Mobile,5,0.55,0
SESS910058,CUST102343,2025-10-25,Desktop,10,8.0,0
SESS910059,CUST101311,2025-07-06,Mobile,6,1.76,0
SESS910060,CUST101095,2024-07-10,Mobile,5,0.64,0
SESS910061,CUST102648,2024-04-25,Desktop,7,10.25,1
SESS910062,CUST101013,2024-07-20,Mobile,6,5.16,0
SESS910063,CUST102235,2025-06-19,Mobile,5,2.0,0
SESS910064,CUST102651,2024-11-14,Desktop,1,1.71,0
SESS910065,CUST102285,2025-05-07,Mobile,1,3.56,0
SESS910066,CUST101659,2025-02-28,Mobile,3,3.72,0
SESS910067,CUST100662,2025-05-21,Desktop,7,2.36,0
SESS910068,CUST101352,2025-06-14,Desktop,4,8.31,0
SESS910069,CUST101815,2025-09-01,Desktop,7,5.91,1
SESS910070,CUST102372,2025-08-05,Mobile,3,3.89,0
SESS910071,CUST101466,2024-10-14,Mobile,4,10.72,0
SESS910072,CUST102068,2024-09-26,Desktop,6,0.72,0
SESS910073,CUST101992,2024-06-24,Desktop,7,2.35,0
SESS910074,CUST102568,2024-03-28,Mobile,5,0.65,0
SESS910075,CUST100096,2025-11-26,Mobile,7,5.52,0
SESS910076,CUST100414,2024-08-23,Mobile,6,3.35,1
SESS910077,CUST102370,2024-01-10,Mobile,7,1.35,0
SESS910078,CUST100644,2025-06-21,Desktop,6,2.35,0
SESS910079,CUST102207,2024-09-04,Mobile,4,3.02,0
SESS910080,CUST102417,2024-07-24,Desktop,6,12.14,0
SESS910081,CUST102606,2024-03-18,Desktop,3,0.61,1
SESS910082,CUST102397,2025-12-27,Desktop,4,2.04,0
SESS910083,CUST100209,2024-06-09,Mobile,9,3.06,0
SESS910084,CUST101673,2025-07-12,Desktop,7,2.02,0
SESS910085,CUST101173,2024-04-14,Mobile,8,1.04,0
SESS910086,CUST102153,2024-08-01,Desktop,4,4.07,0
SESS910087,CUST100683,2024-06-22,Mobile,3,14.09,0
SESS910088,CUST101995,2024-08-11,Desktop,2,0.51,0
SESS910089,CUST102797,2025-07-17,Mobile,5,3.15,0
SESS910090,CUST101871,2025-01-27,Mobile,5,4.94,0
SESS910091,CUST101449,2024-03-07,Mobile,8,7.28,0
SESS910092,CUST100737,2024-11-30,Mobile,8,2.87,0
SESS910093,CUST101321,2024-11-08,Mobile,4,2.71,0
SESS910094,CUST101240,2024-12-23,Desktop,9,0.79,0
SESS910095,CUST101564,2024-05-04,Mobile,3,3.56,0
SESS910096,CUST102131,2024-08-09,Desktop,4,3.98,0
SESS910097,CUST102277,2025-03-04,Desktop,5,3.36,0
SESS910098,CUST100735,2025-06-06,Mobile,5,0.96,0
SESS910099,CUST102869,2025-06-12,Mobile,4,6.83,0
SESS910100,CUST101029,2025-01-01,Desktop,7,4.28,0
SESS910101,CUST101086,2024-03-11,Mobile,1,4.46,0
SESS910102,CUST100124,2024-01-21,Mobile,11,8.63,0
SESS910103,CUST101319,2025-04-14,Mobile,6,4.78,0
SESS910104,CUST101678,2025-05-19,Mobile,4,0.7,1
SESS910105,CUST100852,2024-02-13,Mobile,6,2.2,0
SESS910106,CUST102846,2024-06-24,Mobile,9,3.98,0
SESS910107,CUST101433,2024-01-19,Mobile,5,1.09,0
SESS910108,CUST102522,2025-04-16,Mobile,7,1.51,0
SESS910109,CUST101289,2024-02-06,Desktop,4,2.85,0
SESS910110,CUST100565,2024-10-26,Desktop,4,17.01,0
SESS910111,CUST100813,2024-04-07,Desktop,9,9.87,0
SESS910112,CUST101231,2024-04-23,Mobile,7,14.47,0
SESS910113,CUST102170,2025-07-19,Mobile,8,11.37,1
SESS910114,CUST101470,2025-07-09,Mobile,7,2.69,0
SESS910115,CUST102445,2024-11-17,Mobile,6,3.82,0
SESS910116,CUST100542,2024-06-23,Mobile,4,1.11,0
SESS910117,CUST102952,2024-12-24,Mobile,3,1.15,0
SESS910118,CUST101983,2024-09-20,Desktop,6,6.06,0
SESS910119,CUST100291,2025-11-21,Desktop,9,0.75,0
SESS910120,CUST101557,2025-06-30,Mobile,5,10.51,0
SESS910121,CUST101123,2024-03-15,Mobile,2,4.57,0
SESS910122,CUST100638,2024-08-31,Mobile,5,5.03,0
SESS910123,CUST102917,2025-06-29,Mobile,5,6.78,0
SESS910124,CUST102006,2025-11-07,Desktop,6,15.05,1
SESS910125,CUST100447,2025-09-06,Mobile,2,4.81,0
SESS910126,CUST100715,2024-01-10,Mobile,4,1.74,1
SESS910127,CUST100962,2024-02-19,Desktop,4,1.29,0
SESS910128,CUST101494,2024-01-15,Desktop,5,4.43,0
SESS910129,CUST102257,2025-02-07,Mobile,8,11.04,0
SESS910130,CUST102149,2024-06-20,Desktop,7,8.04,0
SESS910131,CUST100746,2025-03-23,Mobile,6,9.41,0
SESS910132,CUST101019,2025-09-10,Mobile,2,1.05,0
SESS910133,CUST101903,2024-02-21,Desktop,4,2.08,0
SESS910134,CUST102411,2024-01-24,Tablet,4,4.94,0
SESS910135,CUST100274,2024-07-21,Mobile,6,1.81,0
SESS910136,CUST101351,2025-10-22,Mobile,8,8.96,0
SESS910137,CUST101505,2024-09-08,Mobile,4,1.53,0
SESS910138,CUST100186,2025-08-28,Mobile,6,0.64,0
SESS910139,CUST102582,2024-04-10,Mobile,4,2.19,0
SESS910140,CUST100746,2025-05-02,Desktop,9,4.46,1
SESS910141,CUST101539,2025-02-07,Desktop,4,1.17,0
SESS910142,CUST101167,2025-03-29,Desktop,6,2.14,0
SESS910143,CUST102626,2025-12-11,Mobile,2,15.87,0
SESS910144,CUST101232,2024-08-02,Mobile,7,2.31,0
SESS910145,CUST101931,2024-11-10,Mobile,9,1.54,0
SESS910146,CUST100751,2024-10-07,Desktop,3,0.95,1
SESS910147,CUST101059,2025-10-28,Mobile,2,6.18,0
SESS910148,CUST102283,2025-04-03,Mobile,7,4.49,0
SESS910149,CUST100961,2025-05-10,Desktop,3,10.01,1
SESS910150,CUST100089,2024-03-26,Mobile,4,0.98,0
SESS910151,CUST101064,2024-05-05,Mobile,6,8.14,0
SESS910152,CUST101937,2025-05-21,Mobile,8,2.15,0
SESS910153,CUST101538,2024-12-26,Desktop,4,2.94,0
SESS910154,CUST102006,2024-10-10,Mobile,6,1.73,0
SESS910155,CUST102599,2024-01-11,Desktop,7,4.55,1
SESS910156,CUST101167,2025-01-16,Desktop,5,5.16,0
SESS910157,CUST100695,2024-04-23,Desktop,4,10.53,0
SESS910158,CUST100636,2025-03-28,Desktop,9,5.36,0
SESS910159,CUST102842,2024-07-05,Desktop,7,6.49,0
SESS910160,CUST102463,2025-10-09,Mobile,6,2.01,0
SESS910161,CUST101315,2025-08-01,Mobile,5,6.17,0
SESS910162,CUST101162,2024-04-10,Desktop,8,13.07,1
SESS910163,CUST101440,2024-06-18,Mobile,5,6.36,0
SESS910164,CUST102603,2024-04-03,Tablet,7,1.73,0
SESS910165,CUST102128,2024-12-23,Mobile,5,0.69,0
SESS910166,CUST100926,2025-12-21,Desktop,5,0.62,0
SESS910167,CUST101508,2024-11-29,Desktop,7,3.84,0
SESS910168,CUST102980,2025-01-04,Mobile,6,0.66,1
SESS910169,CUST100558,2024-07-10,Mobile,5,1.47,0
SESS910170,CUST100741,2024-02-13,Mobile,4,11.94,0
SESS910171,CUST102950,2024-09-03,Desktop,4,2.52,0
SESS910172,CUST101352,2025-09-17,Tablet,2,8.26,0
SESS910173,CUST101416,2025-10-21,Desktop,4,2.71,0
SESS910174,CUST100419,2025-03-24,Mobile,6,1.27,0
SESS910175,CUST102406,2024-04-20,Mobile,4,7.99,0
SESS910176,CUST100144,2025-03-23,Tablet,11,1.92,0
